cliente_id,mes,etiqueta,ingreso_mxn,gastos_mxn,ahorro_mxn,ahorro_acumulado_mxn,saldo_tarjeta_mxn,uso_limite_pct,score_crediticio,pagos_atrasados
CLI144,2026-08,Ago,2573,1685,888,1913,2971,63.6,574,0
CLI145,2026-01,Ene,16748,12000,4747,15527,0,0.0,618,0
CLI145,2026-02,Feb,16597,11039,5559,16736,0,0.0,619,0
CLI145,2026-03,Mar,16474,12513,3961,17598,0,0.0,625,0
CLI145,2026-04,Abr,16953,12447,4506,18578,0,0.0,625,0
CLI145,2026-05,May,17039,12061,4979,19661,0,0.0,630,0
CLI145,2026-06,Jun,16325,11189,5136,20779,0,0.0,635,0
CLI145,2026-07,Jul,16206,12460,3745,21593,0,0.0,637,0
CLI145,2026-08,Ago,16565,12071,4494,22571,0,0.0,638,0
CLI146,2026-01,Ene,242,246,-4,804,0,0.0,655,0
CLI146,2026-02,Feb,248,240,7,811,0,0.0,659,0
CLI146,2026-03,Mar,243,244,-2,811,0,0.0,647,1
CLI146,2026-04,Abr,253,239,14,826,0,0.0,646,0
CLI146,2026-05,May,247,240,7,833,0,0.0,650,0
CLI146,2026-06,Jun,254,215,39,871,0,0.0,650,0
CLI146,2026-07,Jul,254,222,31,902,0,0.0,652,0
CLI146,2026-08,Ago,248,230,18,920,0,0.0,655,0
CLI147,2026-01,Ene,14147,9861,4286,2325,0,0.0,622,0
CLI147,2026-02,Feb,14718,11172,3546,2538,0,0.0,623,0
CLI147,2026-03,Mar,14911,9938,4973,2837,0,0.0,627,0
CLI147,2026-04,Abr,14891,10889,4003,3077,0,0.0,630,0
CLI147,2026-05,May,14971,11109,3862,3309,0,0.0,634,0
CLI147,2026-06,Jun,14891,10892,3998,3549,0,0.0,631,0
CLI147,2026-07,Jul,14268,10737,3531,3761,0,0.0,620,1
CLI147,2026-08,Ago,14560,10603,3957,3999,0,0.0,620,0
CLI148,2026-01,Ene,3787,3456,331,1206,2077,38.7,586,0
CLI148,2026-02,Feb,3797,2935,863,1239,2107,39.3,591,0
CLI148,2026-03,Mar,3700,3113,587,1262,2204,41.1,592,0
CLI148,2026-04,Abr,3859,2997,863,1296,2113,39.4,598,0
CLI148,2026-05,May,3785,3075,709,1324,2029,37.8,604,0
CLI148,2026-06,Jun,3859,2917,942,1360,2029,37.8,608,0
CLI148,2026-07,Jul,3692,3003,689,1387,2133,39.7,614,0
CLI148,2026-08,Ago,3785,3199,586,1410,2040,38.0,620,0
CLI149,2026-01,Ene,17884,15468,2416,2867,14647,60.4,743,0
CLI149,2026-02,Feb,18194,16705,1488,2945,15021,62.0,740,0
CLI149,2026-03,Mar,18558,17083,1475,3022,15018,62.0,740,0
CLI149,2026-04,Abr,18409,15165,3244,3192,15119,62.4,739,0
CLI149,2026-05,May,18862,15820,3043,3351,15416,63.6,740,0
CLI149,2026-06,Jun,18362,16604,1758,3443,15024,62.0,738,0
CLI149,2026-07,Jul,18283,16666,1616,3527,14742,60.8,740,0
CLI149,2026-08,Ago,18323,16523,1800,3621,14324,59.1,737,0
CLI150,2026-01,Ene,16938,14108,2829,4523,0,0.0,681,0
CLI150,2026-02,Feb,16961,14823,2138,4769,0,0.0,685,0
CLI150,2026-03,Mar,16920,14750,2170,5019,0,0.0,691,0
CLI150,2026-04,Abr,17152,13718,3434,5414,0,0.0,692,0
CLI150,2026-05,May,17239,15726,1513,5589,0,0.0,698,0
CLI150,2026-06,Jun,17176,14631,2545,5882,0,0.0,701,0
CLI150,2026-07,Jul,17137,15744,1393,6042,0,0.0,708,0
CLI150,2026-08,Ago,17364,14901,2463,6326,0,0.0,709,0
